62,19,笋岗文具批发市场
62,20,西湖宾馆
62,21,市工商联
62,22,红宝路中
62,23,大剧院
62,24,红岭南路②
62,25,埔尾路
62,26,上步小学
62,27,新城市广场
62,28,兴华宾馆西
62,29,赛格广场
62,30,上海宾馆
62,31,田面
62,32,福华新村
62,33,岗厦地铁站
62,34,福华三路口
62,35,皇岗中学
62,36,福民地铁站
62,37,福强路口
62,38,国花路口
62,39,椰风路口
62,40,福源花园二期
62,41,福保桂花苑南
62,42,平冠道
62,43,福田保税区总站（新）
63,1,香蜜湖总站
63,2,香蜜红荔立交
63,3,天安数码城
63,4,下沙①
63,5,下沙总站
63,6,金域蓝湾
63,7,上沙中学
63,8,金海湾花园
63,9,蓝湾半岛
63,10,益田村南
63,11,第三中学初中部
63,12,益田花园西②
63,13,皇岗公园
63,14,皇岗村
63,15,福田保健院
63,16,皇岗中学
63,17,会展中心东
63,18,福华三路口
63,19,岗厦地铁站
63,20,福华新村
63,21,福滨新村①
63,22,岗边村①
63,23,赤尾地铁站
63,24,滨河华强天桥
63,25,上步中学①
63,26,上步南天桥
63,27,滨江新村①
63,28,红岭南路①
63,29,大剧院
63,30,荔枝公园②
63,31,红桂大厦
63,32,西湖宾馆
63,33,笋岗文具批发市场
63,34,市安全教育基地
63,35,笋岗街道办
63,36,田贝四路
63,37,翠竹大厦
63,38,松泉山庄
63,39,太白西
63,40,东晓街道办③
63,41,草埔村口
63,42,草埔吓屋村总站
64,1,华港新村总站
64,2,华港新村
64,3,理想新城
64,4,戒毒所
64,5,布心山庄
64,6,金稻田路口
64,7,翠园中学东晓校区
64,8,东湖路
64,9,景亿山庄
64,10,彩世界家园
64,11,东湖人行天桥
64,12,水库
64,13,水库新村①
64,14,竹园宾馆②
64,15,留医部②
64,16,东门中②
64,17,东门②
64,18,东门老街
64,19,人民桥
64,20,振业大厦
64,21,深港豪苑
64,22,红桂大厦
64,23,红岭地铁站
64,24,少儿图书馆
64,25,妇儿医院
64,26,群星广场
64,27,华新村
64,28,园心苑①
64,29,莲花二村②
64,30,少年宫东
64,31,市民中心东
64,32,大中华国际广场
64,33,会展中心地铁站
64,34,卓越时代广场
64,35,购物公园地铁站
64,36,新洲村牌坊①
64,37,福田体育公园
64,38,上沙
64,39,下沙②
64,40,海滨生态体育公园
64,41,福田交通枢纽公交场站
M555,1,香蜜湖总站
M555,2,香蜜红荔立交
M555,3,香蜜湖天桥
M555,4,市政大厦②
M555,5,鲁班大厦
M555,6,莲花山西②
M555,7,莲花山公园
M555,8,少年宫
M555,9,关山月美术馆②
M555,10,人才大厦
M555,11,中心公园
M555,12,振华西路
M555,13,航苑大厦
M555,14,振华路中
M555,15,深圳城市学院
M555,16,荔园小学
M555,17,少儿图书馆
M555,18,红桂大厦
M555,19,红桂路东
M555,20,晒布路
M555,21,东门中②
M555,22,木头龙
M555,23,华丽环岛
M555,24,荷花市场
M555,25,怡景地铁站②
M555,26,罗湖体育馆②
M555,27,莲塘口岸②
M555,28,聚宝路口
M555,29,莲塘
M555,30,畔山花园
M555,31,长岭
M555,32,晴山月
M555,33,东方尊峪公交总站
M555,34,
66,1,世界之窗地铁公交接驳站
66,2,白石洲③
66,3,英伦名苑
66,4,松坪山
66,5,茶光
66,6,西丽社区②
66,7,西丽法庭②
66,8,九祥岭①
66,9,深职院西丽湖校区
66,10,丽岛
66,11,动物园
66,12,沁园西丽湖路口
66,13,资本市场学院东
66,14,麒麟山庄接待处
66,15,麒麟山疗养院
66,16,大磡工业一路口
66,17,大磡综合市场
66,18,王京坑路口
66,19,大磡安居苑
66,20,王京坑村
67,1,颂德花园公交总站
67,2,广中医深圳医院
67,3,北环香梅北天桥
67,4,北环香蜜立交
67,5,北环香蜜立交西
67,6,侨香村
67,7,桃源村东
67,8,桃源村
67,9,龙珠四路
67,10,市车管所
67,11,军休二所
67,12,光前村
67,13,龙井工业区
67,14,龙井北路
67,15,宝珠花园
67,16,桃源文体中心
67,17,西丽法庭②
67,18,九祥岭②
67,19,深职院西丽湖校区
67,20,水土保持示范园
67,21,荔枝世界
67,22,白芒村①
67,23,白芒小学
67,24,麻磡村口
67,25,麻磡村市场
67,26,麻磡幼儿园
67,27,王京坑
